Player Id,Name,Position,Games Played,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Safties,Passes Defended,Ints,Ints for TDs,Int Yards,Yards Per Int,Longest Int Return,Receptions,Receiving Yards,Receiving TDs,Receptions Longer than 20 Yards,Receptions Longer than 40 Yards,First Down Receptions,Fumbles,Yards Per Reception,Yards Per Game,Rushing Attempts,Rushing Attempts Per Game,Rushing Yards,Yards Per Carry,Rushing Yards Per Game,Rushing TDs,Rushing First Downs,Percentage of Rushing First Downs,Rushing More Than 20 Yards,Rushing More Than 40 Yards,Passes Attempted,Passes Completed,Passing Yards,TD Passes,Completion Percentage,Pass Attempts Per Game,Passing Yards Per Attempt,Passing Yards Per Game,Percentage of TDs per Attempts,Int Rate
galesayers/2524970,"Sayers, Gale",RB,68,,,,,,,,,,,,,,,,,,0.0,,,991.0,92.8,2693.0,31.1,431.3,39.0,0.0,0.0,0.0,0.0,,,,,,,,,,
geraldriggs/2502668,"Riggs, Gerald",RB,129,,,,,,,,,,,,,,,,,,0.0,,,1989.0,149.0,3656.0,40.4,613.4,69.0,26.0,33.3,4.0,0.0,,,,,,,,,,
gerryellis/2513576,"Ellis, Gerry",RB,103,,,,,,,,,,,,,,,,,,0.0,,,836.0,56.3,3826.0,31.6,255.39999999999998,25.0,0.0,0.0,0.0,0.0,,,,,,,,,,
gregbell/2509348,"Bell, Greg",RB,80,,,,,,,,,,,,,,,,,,0.0,,,1204.0,99.1,1510.0,31.9,404.0,51.0,0.0,0.0,0.0,0.0,,,,,,,,,,
herschelwalker/2503506,"Walker, Herschel",RB,187,,,,,,,,,,,,,,,,,,11.0,,,1954.0,143.3,5641.0,57.5,588.8,61.0,176.0,178.4,17.0,3.0,,,,,,,,,,
hughgallarneau/2514574,"Gallarneau, Hugh",RB,52,,,,,,,,,,,,,,,,,,0.0,,,343.0,34.1,1421.0,20.6,140.0,26.0,0.0,0.0,0.0,0.0,,,,,,,,,,
jackkemp/2518315,"Kemp, Jack",RB,122,,,,,,,,,,,,,,,,,,0.0,,,356.0,31.7,1150.0,32.6,104.10000000000001,40.0,0.0,0.0,0.0,0.0,,,,,,,,,,
jackmcbride/2520478,"McBride, Jack",RB,106,,,,,,,,,,,,,,,,,,0.0,,,124.0,17.3,426.0,17.4,63.2,26.0,0.0,0.0,0.0,0.0,,,,,,,,,,
jamaalcharles/925,"Charles, Jamaal",RB,103,,,,,,,,,,,,,,,,,,21.0,,,1332.0,104.3,844.0,48.2,565.3,43.0,352.0,237.7,49.0,16.0,,,,,,,,,,
jamalanderson/2499427,"Anderson, Jamal",RB,88,,,,,,,,,,,,,,,,,,18.0,,,1329.0,106.7,409.0,26.3,410.5,34.0,262.0,124.60000000000001,32.0,3.0,,,,,,,,,,
jamallewis/2504298,"Lewis, Jamal",RB,131,,,,,,,,,,,,,,,,,,35.0,,,2542.0,173.0,1406.0,36.8,717.3,58.0,467.0,161.6,57.0,13.0,,,,,,,,,,
jeffgarcia/2500758,"Garcia, Jeff",RB,125,,,,,,,,,,,,,,,,,,29.0,,,468.0,39.1,2140.0,43.0,160.2,26.0,162.0,345.1,10.0,0.0,,,,,,,,,,
jeremyhill/2543603,"Hill, Jeremy",RB,47,,,,,,,,,,,,,,,,,,7.0,,,667.0,42.6,1633.0,12.5,175.7,29.0,148.0,66.6,14.0,6.0,,,,,,,,,,
jessphillips/2523169,"Phillips, Jess",RB,138,,,,,,,,,,,,,,,,,,0.0,,,888.0,63.7,3568.0,48.1,256.9,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,
jimkiick/2518428,"Kiick, Jim",RB,115,,,,,,,,,,,,,,,,,,0.0,,,1029.0,74.6,3759.0,30.099999999999998,272.9,29.0,0.0,0.0,0.0,0.0,,,,,,,,,,
jimnance/2521944,"Nance, Jim",RB,101,,,,,,,,,,,,,,,,,,0.0,,,1341.0,100.8,2727.0,31.1,403.8,45.0,0.0,0.0,0.0,0.0,,,,,,,,,,
jimtaylor/2527090,"Taylor, Jim",RB,132,,,,,,,,,,,,,,,,,,0.0,,,1941.0,145.9,2528.0,43.3,646.2,83.0,0.0,0.0,0.0,0.0,,,,,,,,,,
joemarconi/2520127,"Marconi, Joe",RB,135,,,,,,,,,,,,,,,,,,0.0,,,673.0,55.0,2771.0,41.3,229.0,30.0,0.0,0.0,0.0,0.0,,,,,,,,,,
joeperry/2523048,"Perry, Joe",RB,156,,,,,,,,,,,,,,,,,,0.0,,,1737.0,153.1,6311.0,64.8,735.9,53.0,0.0,0.0,0.0,0.0,,,,,,,,,,
joewashington/2528291,"Washington, Joe",RB,119,,,,,,,,,,,,,,,,,,0.0,,,1195.0,87.1,4839.0,36.1,351.3,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,
johnhenryjohnson/2517679,"Johnson, John Henry",RB,143,,,,,,,,,,,,,,,,,,0.0,,,1571.0,128.6,4614.0,54.4,554.7,48.0,0.0,0.0,0.0,0.0,,,,,,,,,,
johnnyjohnson/2501431,"Johnson, Johnny",RB,72,,,,,,,,,,,,,,,,,,8.0,,,1046.0,72.8,4078.0,19.5,284.6,21.0,174.0,86.5,10.0,3.0,,,,,,,,,,
jonarnett/2508654,"Arnett, Jon",RB,123,,,,,,,,,,,,,,,,,,0.0,,,964.0,78.1,3833.0,39.2,310.6,26.0,0.0,0.0,0.0,0.0,,,,,,,,,,
jonathanstewart/949,"Stewart, Jonathan",RB,116,,,,,,,,,,,,,,,,,,20.0,,,1501.0,114.10000000000001,5505.0,39.199999999999996,494.6,45.0,326.0,190.5,46.0,9.0,,,,,,,,,,
josephaddai/2495793,"Addai, Joseph",RB,78,,,,,,,,,,,,,,,,,,7.0,,,1095.0,83.3,2300.0,24.2,337.6,39.0,256.0,136.4,9.0,2.0,,,,,,,,,,
kennethdavis/2500318,"Davis, Kenneth",RB,131,,,,,,,,,,,,,,,,,,9.0,,,823.0,57.4,3513.0,38.3,240.8,27.0,117.0,97.6,10.0,4.0,,,,,,,,,,
kevanbarlow/2504723,"Barlow, Kevan",RB,84,,,,,,,,,,,,,,,,,,10.0,,,1022.0,73.2,2960.0,23.4,280.3,30.0,187.0,110.0,22.0,3.0,,,,,,,,,,
kevinfaulk/2500600,"Faulk, Kevin",RB,161,,,,,,,,,,,,,,,,,,11.0,,,864.0,67.3,3607.0,57.0,280.90000000000003,16.0,167.0,242.6,11.0,3.0,,,,,,,,,,
kevinmack/2501834,"Mack, Kevin",RB,99,,,,,,,,,,,,,,,,,,0.0,,,1291.0,107.6,4019.0,34.5,417.6,46.0,86.0,65.9,3.0,1.0,,,,,,,,,,
larryjohnson/2505491,"Johnson, Larry",RB,85,,,,,,,,,,,,,,,,,,15.0,,,1427.0,127.2,2684.0,36.3,522.2,55.0,323.0,178.9,43.0,11.0,,,,,,,,,,
larrykinnebrew/2518526,"Kinnebrew, Larry",RB,88,,,,,,,,,,,,,,,,,,0.0,,,779.0,60.8,3133.0,26.2,236.9,44.0,0.0,0.0,0.0,0.0,,,,,,,,,,
le'veonbell/2540175,"Bell, Le'Veon",RB,47,,,,,,,,,,,,,,,,,,4.0,,,908.0,77.5,1416.0,18.0,349.7,26.0,217.0,95.19999999999999,24.0,5.0,,,,,,,,,,
legarretteblount/497149,"Blount, LeGarrette",RB,100,,,,,,,,,,,,,,,,,,13.0,,,1168.0,91.8,2954.0,34.9,404.7,49.0,246.0,169.0,36.0,9.0,,,,,,,,,,
leroykelly/2518295,"Kelly, Leroy",RB,136,,,,,,,,,,,,,,,,,,0.0,,,1727.0,126.4,3689.0,39.0,530.6,74.0,0.0,0.0,0.0,0.0,,,,,,,,,,
leseanmccoy/79607,"McCoy, LeSean",RB,117,,,,,,,,,,,,,,,,,,16.0,,,1898.0,130.0,2372.0,37.4,611.0,60.0,448.0,185.5,64.0,16.0,,,,,,,,,,
macarthurlane/2519050,"Lane, MacArthur",RB,133,,,,,,,,,,,,,,,,,,0.0,,,1206.0,98.0,4656.0,41.5,372.90000000000003,30.0,0.0,0.0,0.0,0.0,,,,,,,,,,
mariobates/2499570,"Bates, Mario",RB,98,,,,,,,,,,,,,,,,,,11.0,,,841.0,61.2,3048.0,24.7,223.10000000000002,38.0,186.0,176.3,14.0,4.0,,,,,,,,,,
marionbarber/2506447,"Barber, Marion",RB,99,,,,,,,,,,,,,,,,,,9.0,,,1156.0,81.1,4780.0,28.6,331.5,53.0,292.0,177.4,29.0,2.0,,,,,,,,,,
markingram/2495466,"Ingram, Mark",RB,78,,,,,,,,,,,,,,,,,,5.0,,,953.0,73.1,3195.0,26.7,323.6,32.0,216.0,136.8,23.0,4.0,,,,,,,,,,
markvaneeghen/2527862,"van Eeghen, Mark",RB,136,,,,,,,,,,,,,,,,,,0.0,,,1652.0,116.4,3286.0,41.4,472.3,37.0,0.0,0.0,0.0,0.0,,,,,,,,,,
marshawnlynch/2495663,"Lynch, Marshawn",RB,127,,,,,,,,,,,,,,,,,,19.0,,,2144.0,161.3,1604.0,41.7,677.8,74.0,453.0,211.9,45.0,10.0,,,,,,,,,,
mattforte/234,"Forte, Matt",RB,134,,,,,,,,,,,,,,,,,,14.0,,,2253.0,151.20000000000002,3637.0,37.6,634.1,52.0,447.0,177.0,57.0,15.0,,,,,,,,,,
melfarr/2513848,"Farr, Mel",RB,69,,,,,,,,,,,,,,,,,,0.0,,,739.0,72.8,3072.0,27.6,303.9,26.0,0.0,0.0,0.0,0.0,,,,,,,,,,
michaelpittman/2502491,"Pittman, Michael",RB,151,,,,,,,,,,,,,,,,,,22.0,,,1392.0,101.0,5627.0,46.2,410.4,25.0,265.0,212.3,26.0,6.0,,,,,,,,,,
mikealstott/2499410,"Alstott, Mike",RB,158,,,,,,,,,,,,,,,,,,23.0,,,1359.0,93.2,5088.0,38.5,343.9,58.0,324.0,291.59999999999997,26.0,1.0,,,,,,,,,,
mikeanderson/2504210,"Anderson, Mike",RB,98,,,,,,,,,,,,,,,,,,11.0,,,919.0,61.1,1566.0,30.2,269.2,37.0,222.0,165.4,24.0,5.0,,,,,,,,,,
mikegarrett/2514660,"Garrett, Mike",RB,104,,,,,,,,,,,,,,,,,,0.0,,,1308.0,105.69999999999999,3363.0,36.1,433.2,35.0,0.0,0.0,0.0,0.0,,,,,,,,,,
miketolbert/2507428,"Tolbert, Mike",RB,131,,,,,,,,,,,,,,,,,,6.0,,,630.0,43.199999999999996,2402.0,33.2,160.6,33.0,163.0,243.8,14.0,1.0,,,,,,,,,,
mikevick/2504531,"Vick, Mike",RB,143,,,,,,,,,,,,,,,,,,41.0,,,873.0,75.9,5070.0,87.8,525.2,36.0,342.0,490.0,65.0,10.0,,,,,,,,,,
nealanderson/2499431,"Anderson, Neal",RB,116,,,,,,,,,,,,,,,,,,7.0,,,1515.0,103.7,2707.0,32.4,421.4,51.0,108.0,57.6,8.0,3.0,,,,,,,,,,
nickpietrosante/2523233,"Pietrosante, Nick",RB,116,,,,,,,,,,,,,,,,,,0.0,,,955.0,74.3,4026.0,39.8,318.2,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,
olliematson/2520346,"Matson, Ollie",RB,171,,,,,,,,,,,,,,,,,,0.0,,,1170.0,97.2,5173.0,55.6,427.5,40.0,0.0,0.0,0.0,0.0,,,,,,,,,,
ottisanderson/2499432,"Anderson, Ottis",RB,182,,,,,,,,,,,,,,,,,,0.0,,,2562.0,191.0,2473.0,55.1,753.4,81.0,12.0,22.6,0.0,0.0,,,,,,,,,,
patharder/2515805,"Harder, Pat",RB,86,,,,,,,,,,,,,,,,,,0.0,,,740.0,64.7,3016.0,31.0,263.1,33.0,0.0,0.0,0.0,0.0,,,,,,,,,,
petebanaszak/2508939,"Banaszak, Pete",RB,173,,,,,,,,,,,,,,,,,,0.0,,,964.0,72.5,3772.0,53.0,287.5,47.0,0.0,0.0,0.0,0.0,,,,,,,,,,
petejohnson/2517735,"Johnson, Pete",RB,110,,,,,,,,,,,,,,,,,,0.0,,,1489.0,117.8,4549.0,31.8,439.0,76.0,0.0,0.0,0.0,0.0,,,,,,,,,,
pierrethomas/2507141,"Thomas, Pierre",RB,110,,,,,,,,,,,,,,,,,,3.0,,,833.0,71.2,3809.0,44.1,310.2,28.0,204.0,243.4,16.0,2.0,,,,,,,,,,
prestonpearson/2522937,"Pearson, Preston",RB,176,,,,,,,,,,,,,,,,,,0.0,,,941.0,73.3,3609.0,46.8,281.4,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,
pugmanders/2520048,"Manders, Pug",RB,74,,,,,,,,,,,,,,,,,,0.0,,,690.0,65.5,2529.0,25.4,238.39999999999998,31.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rashadjennings/71345,"Jennings, Rashad",RB,93,,,,,,,,,,,,,,,,,,4.0,,,930.0,71.4,3772.0,29.5,283.6,23.0,190.0,146.3,17.0,2.0,,,,,,,,,,
rayrice/941,"Rice, Ray",RB,92,,,,,,,,,,,,,,,,,,8.0,,,1430.0,91.9,1114.0,25.7,395.40000000000003,37.0,255.0,106.5,33.0,13.0,,,,,,,,,,
reggiebush/2506874,"Bush, Reggie",RB,134,,,,,,,,,,,,,,,,,,27.0,,,1286.0,96.8,3398.0,41.8,409.1,36.0,244.0,187.0,30.0,5.0,,,,,,,,,,
rickcasares/2511231,"Casares, Rick",RB,130,,,,,,,,,,,,,,,,,,0.0,,,1431.0,123.0,4671.0,45.9,493.9,49.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rickeyyoung/2529572,"Young, Rickey",RB,131,,,,,,,,,,,,,,,,,,0.0,,,1011.0,68.1,3666.0,30.4,248.6,23.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rickywatters/2503567,"Watters, Ricky",RB,144,,,,,,,,,,,,,,,,,,40.0,,,2622.0,178.6,2145.0,41.4,731.7,78.0,555.0,213.5,47.0,11.0,,,,,,,,,,
robcarpenter/2511111,"Carpenter, Rob",RB,118,,,,,,,,,,,,,,,,,,0.0,,,1172.0,107.0,4363.0,39.1,398.1,29.0,0.0,0.0,0.0,0.0,,,,,,,,,,
robertnewhouse/2522090,"Newhouse, Robert",RB,168,,,,,,,,,,,,,,,,,,0.0,,,1160.0,83.2,4784.0,49.0,343.4,31.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rodneyhampton/2501002,"Hampton, Rodney",RB,104,,,,,,,,,,,,,,,,,,11.0,,,1824.0,136.9,1363.0,30.4,513.3,49.0,362.0,148.5,19.0,2.0,,,,,,,,,,
romangabriel/2514517,"Gabriel, Roman",RB,183,,,,,,,,,,,,,,,,,,0.0,,,358.0,31.5,1304.0,48.7,112.6,30.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rondayne/2504254,"Dayne, Ron",RB,96,,,,,,,,,,,,,,,,,,6.0,,,983.0,70.8,3722.0,27.2,272.9,28.0,217.0,156.1,13.0,4.0,,,,,,,,,,
ronjohnson/2517753,"Johnson, Ron",RB,81,,,,,,,,,,,,,,,,,,0.0,,,1204.0,104.8,2099.0,24.9,389.6,40.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rooseveltleaks/2519220,"Leaks, Roosevelt",RB,107,,,,,,,,,,,,,,,,,,0.0,,,663.0,57.6,2406.0,32.4,208.6,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rudijohnson/2504661,"Johnson, Rudi",RB,95,,,,,,,,,,,,,,,,,,15.0,,,1517.0,104.80000000000001,1758.0,26.5,409.09999999999997,49.0,310.0,150.6,25.0,4.0,,,,,,,,,,
ryanmathews/497188,"Mathews, Ryan",RB,86,,,,,,,,,,,,,,,,,,20.0,,,1184.0,94.60000000000001,2915.0,31.3,419.0,37.0,252.0,154.3,36.0,3.0,,,,,,,,,,
shaunalexander/2504258,"Alexander, Shaun",RB,123,,,,,,,,,,,,,,,,,,29.0,,,2187.0,151.2,1949.0,36.8,639.3,100.0,495.0,185.5,64.0,17.0,,,,,,,,,,
stephendavis/2500329,"Davis, Stephen",RB,143,,,,,,,,,,,,,,,,,,22.0,,,1945.0,147.5,2453.0,45.8,608.1,65.0,435.0,248.6,37.0,5.0,,,,,,,,,,
stevenjackson/2505936,"Jackson, Steven",RB,160,,,,,,,,,,,,,,,,,,18.0,,,2764.0,200.9,1973.0,48.1,814.5,69.0,540.0,236.3,67.0,18.0,,,,,,,,,,
stevevanburen/2527841,"Van Buren, Steve",RB,83,,,,,,,,,,,,,,,,,,0.0,,,1320.0,124.4,3706.0,35.9,552.3,69.0,0.0,0.0,0.0,0.0,,,,,,,,,,
tankyounger/2529597,"Younger, Tank",RB,112,,,,,,,,,,,,,,,,,,0.0,,,770.0,73.6,3640.0,46.9,355.6,34.0,0.0,0.0,0.0,0.0,,,,,,,,,,
terryallen/2499403,"Allen, Terry",RB,130,,,,,,,,,,,,,,,,,,31.0,,,2152.0,161.8,3720.0,40.4,646.4,73.0,429.0,199.1,42.0,7.0,,,,,,,,,,
terrykirby/2501623,"Kirby, Terry",RB,110,,,,,,,,,,,,,,,,,,13.0,,,761.0,69.1,2875.0,40.1,269.9,27.0,163.0,243.8,15.0,0.0,,,,,,,,,,
tikibarber/2499533,"Barber, Tiki",RB,154,,,,,,,,,,,,,,,,,,32.0,,,2217.0,142.8,1800.0,45.1,671.5,55.0,489.0,213.2,75.0,21.0,,,,,,,,,,
timhightower/4383,"Hightower, Tim",RB,77,,,,,,,,,,,,,,,,,,10.0,,,752.0,64.5,2977.0,23.6,253.60000000000002,32.0,167.0,132.1,18.0,3.0,,,,,,,,,,
tommatte/2520353,"Matte, Tom",RB,142,,,,,,,,,,,,,,,,,,0.0,,,1200.0,94.7,4646.0,47.4,366.2,45.0,0.0,0.0,0.0,0.0,,,,,,,,,,
tommymason/2520296,"Mason, Tommy",RB,124,,,,,,,,,,,,,,,,,,0.0,,,1040.0,91.4,4203.0,41.9,364.2,32.0,0.0,0.0,0.0,0.0,,,,,,,,,,
tomrathman/2502588,"Rathman, Tom",RB,131,,,,,,,,,,,,,,,,,,1.0,,,544.0,36.8,2020.0,34.2,137.4,26.0,55.0,128.0,0.0,0.0,,,,,,,,,,
tonycanadeo/2511006,"Canadeo, Tony",RB,116,,,,,,,,,,,,,,,,,,0.0,,,1025.0,97.5,3145.0,42.6,404.7,26.0,0.0,0.0,0.0,0.0,,,,,,,,,,
tonygalbreath/2514559,"Galbreath, Tony",RB,170,,,,,,,,,,,,,,,,,,0.0,,,1031.0,72.6,4072.0,52.8,285.7,34.0,0.0,0.0,0.0,0.0,,,,,,,,,,
tonynathan/2521966,"Nathan, Tony",RB,123,,,,,,,,,,,,,,,,,,0.0,,,732.0,52.4,3543.0,45.0,249.3,16.0,0.0,0.0,0.0,0.0,,,,,,,,,,
tyronewheatley/2503605,"Wheatley, Tyrone",RB,124,,,,,,,,,,,,,,,,,,22.0,,,1270.0,96.3,3916.0,37.7,373.7,40.0,260.0,206.3,25.0,4.0,,,,,,,,,,
vernelewellen/2519410,"Lewellen, Verne",RB,105,,,,,,,,,,,,,,,,,,0.0,,,44.0,3.1,115.0,2.6,8.2,37.0,0.0,0.0,0.0,0.0,,,,,,,,,,
waltgarrison/2514672,"Garrison, Walt",RB,119,,,,,,,,,,,,,,,,,,0.0,,,899.0,69.0,3886.0,40.699999999999996,297.4,30.0,0.0,0.0,0.0,0.0,,,,,,,,,,
wilburjackson/2517330,"Jackson, Wilbur",RB,94,,,,,,,,,,,,,,,,,,0.0,,,971.0,76.4,3852.0,29.2,294.5,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,
williamandrews/2508563,"Andrews, William",RB,87,,,,,,,,,,,,,,,,,,0.0,,,1315.0,90.2,787.0,26.6,407.2,30.0,0.0,0.0,0.0,0.0,,,,,,,,,,
williegalimore/2514564,"Galimore, Willie",RB,82,,,,,,,,,,,,,,,,,,0.0,,,670.0,55.9,2985.0,31.2,252.2,26.0,0.0,0.0,0.0,0.0,,,,,,,,,,
wraycarlton/2511085,"Carlton, Wray",RB,87,,,,,,,,,,,,,,,,,,0.0,,,819.0,73.6,3368.0,32.5,299.1,29.0,0.0,0.0,0.0,0.0,,,,,,,,,,
y.a.tittle/2527468,"Tittle, Y.A.",RB,178,,,,,,,,,,,,,,,,,,0.0,,,291.0,24.6,999.0,47.6,84.4,33.0,0.0,0.0,0.0,0.0,,,,,,,,,,
a.j.klein/2539982,"Klein, A.J.",LB,60,146.0,99.0,47.0,4.0,0.0,2.0,1.0,0.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akeemayers/2495491,"Ayers, Akeem",LB,91,320.0,219.0,101.0,15.5,0.0,22.0,4.0,0.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alecogletree/2540143,"Ogletree, Alec",LB,52,406.0,304.0,102.0,3.5,0.0,33.0,5.0,1.0,157.0,127.5,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andymulumba/2541871,"Mulumba, Andy",LB,22,35.0,18.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthonyhitchens/2543592,"Hitchens, Anthony",LB,48,220.0,138.0,82.0,3.5,0.0,6.0,1.0,0.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arthurbrown/2539245,"Brown, Arthur",LB,48,20.0,16.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audiecole/2532814,"Cole, Audie",LB,57,86.0,59.0,27.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
averywilliamson/2543597,"Williamson, Avery",LB,47,285.0,187.0,98.0,8.5,0.0,6.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barkeviousmingo/2540140,"Mingo, Barkevious",LB,62,119.0,79.0,40.0,7.0,0.0,11.0,1.0,0.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benardrickmckinney/2552490,"McKinney, Benardrick",LB,30,192.0,116.0,76.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benjacobs/2531080,"Jacobs, Ben",LB,41,24.0,14.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bobbywagner/2532966,"Wagner, Bobby",LB,72,645.0,378.0,267.0,14.0,0.0,24.0,6.0,0.0,73.0,31.8,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandonmarshall/2532898,"Marshall, Brandon",LB,47,271.0,210.0,61.0,3.5,0.0,16.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandonspikes/496953,"Spikes, Brandon",LB,78,349.0,212.0,137.0,2.0,0.0,15.0,2.0,0.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
briancushing/80421,"Cushing, Brian",LB,99,648.0,416.0,232.0,12.0,1.0,30.0,8.0,1.0,50.0,28.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brianpeters/2552730,"Peters, Brian",LB,24,28.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brockcoyle/2550285,"Coyle, Brock",LB,35,33.0,17.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brycehager/2552307,"Hager, Bryce",LB,32,11.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c.j.mosley/2543464,"Mosley, C.J.",LB,46,342.0,222.0,120.0,7.0,0.0,23.0,6.0,0.0,63.0,21.5,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cameronlynch/2553774,"Lynch, Cameron",LB,28,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chriscarter/2508126,"Carter, Chris",LB,62,37.0,23.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrismccain/2550628,"McCain, Chris",LB,20,8.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christianjones/2550572,"Jones, Christian",LB,47,170.0,113.0,57.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christiankirksey/2543720,"Kirksey, Christian",LB,48,292.0,183.0,109.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
connorbarwin/71197,"Barwin, Connor",LB,113,320.0,238.0,82.0,50.5,1.0,40.0,1.0,0.0,-2.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coreynelson/2550167,"Nelson, Corey",LB,48,100.0,69.0,31.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d'qwelljackson/2506889,"Jackson, D'Qwell",LB,141,1190.0,752.0,438.0,19.5,0.0,42.0,9.0,2.0,91.0,56.2,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d.j.alexander/2553442,"Alexander, D.J.",LB,32,29.0,25.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dannytrevathan/2532961,"Trevathan, Danny",LB,59,348.0,241.0,107.0,4.0,0.0,23.0,5.0,1.0,68.0,29.2,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danskuta/2507673,"Skuta, Dan",LB,112,200.0,141.0,59.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darenbates/2541539,"Bates, Daren",LB,60,37.0,29.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darylwashington/496959,"Washington, Daryl",LB,59,394.0,329.0,65.0,18.0,0.0,24.0,6.0,0.0,111.0,78.5,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
davidbass/2540277,"Bass, David",LB,49,85.0,54.0,31.0,5.5,0.0,5.0,2.0,1.0,32.0,32.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
davidharris/2495621,"Harris, David",LB,154,1087.0,708.0,379.0,35.0,0.0,31.0,6.0,1.0,79.0,25.8,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
davidmayo/2553441,"Mayo, David",LB,27,28.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dekodawatson/496961,"Watson, Dekoda",LB,89,139.0,112.0,27.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demariodavis/2533008,"Davis, Demario",LB,80,448.0,289.0,159.0,8.5,0.0,10.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denzelperryman/2552310,"Perryman, Denzel",LB,26,145.0,120.0,25.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
